ortho	lemme	cgram
industriel	industriel	NAM
industrielle	industriel	ADJ
industrielle	industriel	NAM
industriellement	industriellement	ADV
industrielles	industriel	ADJ
industrielles	industriel	NAM
industriels	industriel	ADJ
industriels	industriel	NAM
industries	industrie	NAM
industrieuse	industrieux	ADJ
industrieusement	industrieusement	ADV
industrieuses	industrieux	ADJ
industrieux	industrieux	ADJ
indécelable	indécelable	ADJ
indécelables	indécelable	ADJ
indécemment	indécemment	ADV
indécence	indécence	NAM
indécences	indécence	NAM
indécent	indécent	ADJ
indécente	indécent	ADJ
indécentes	indécent	ADJ
indécents	indécent	ADJ
indéchiffrable	indéchiffrable	ADJ
indéchiffrables	indéchiffrable	ADJ
indéchirable	indéchirable	ADJ
indéchirables	indéchirable	ADJ
indécidable	indécidable	ADJ
indécidables	indécidable	ADJ
indécis	indécis	ADJ
indécis	indécis	NAM
indécise	indécis	ADJ
indécise	indécise	NAM
indécises	indécis	ADJ
indécises	indécises	NAM
indécision	indécision	NAM
indécisions	indécision	NAM
indécodable	indécodable	ADJ
indécollable	indécollable	ADJ
indécollables	indécollable	ADJ
indécrassables	indécrassable	ADJ
indécrottable	indécrottable	ADJ
indécrottablement	indécrottablement	ADV
indécrottables	indécrottable	ADJ
indéfectible	indéfectible	ADJ
indéfectiblement	indéfectiblement	ADV
indéfectibles	indéfectible	ADJ
indéfendable	indéfendable	ADJ
indéfini	indéfini	ADJ
indéfini	indéfini	NAM
indéfinie	indéfini	ADJ
indéfinies	indéfini	ADJ
indéfiniment	indéfiniment	ADV
indéfinis	indéfini	ADJ
indéfinissable	indéfinissable	ADJ
indéfinissablement	indéfinissablement	ADV
indéfinissables	indéfinissable	ADJ
indéfinition	indéfinition	NAM
indéformables	indéformable	ADJ
indéfriché	indéfriché	ADJ
indéfrisable	indéfrisable	NAM
indéfrisables	indéfrisable	NAM
indélicat	indélicat	ADJ
indélicate	indélicat	ADJ
indélicatesse	indélicatesse	NAM
indélicatesses	indélicatesse	NAM
indélicats	indélicat	ADJ
indélivrable	indélivrable	ADJ
indélogeable	indélogeable	ADJ
indélogeables	indélogeable	ADJ
indélébile	indélébile	ADJ
indélébiles	indélébile	ADJ
indémaillable	indémaillable	ADJ
indémaillables	indémaillable	ADJ
indémodable	indémodable	ADJ
indémodables	indémodable	ADJ
indémontrable	indémontrable	ADJ
indémontrables	indémontrable	ADJ
indémêlables	indémêlable	ADJ
indéniable	indéniable	ADJ
indéniablement	indéniablement	ADV
indéniables	indéniable	ADJ
indénombrables	indénombrable	ADJ
indénouable	indénouable	ADJ
indépassable	indépassable	ADJ
indépendamment	indépendamment	ADV
indépendance	indépendance	NAM
indépendant	indépendant	ADJ
indépendant	indépendant	NAM
indépendante	indépendant	ADJ
indépendante	indépendant	NAM
indépendantes	indépendant	ADJ
indépendantes	indépendant	NAM
indépendantisme	indépendantisme	NAM
indépendantiste	indépendantiste	ADJ
indépendantistes	indépendantiste	ADJ
indépendantistes	indépendantiste	NAM
indépendants	indépendant	ADJ
indépendants	indépendant	NAM
indéracinable	indéracinable	ADJ
indéracinables	indéracinable	ADJ
indéréglables	indéréglable	ADJ
indésirable	indésirable	ADJ
indésirable	indésirable	NAM
indésirables	indésirable	ADJ
indésirables	indésirable	NAM
indétectable	indétectable	ADJ
indétectables	indétectable	ADJ
indéterminable	indéterminable	ADJ
indétermination	indétermination	NAM
indéterminé	indéterminé	ADJ
indéterminée	indéterminé	ADJ
indéterminées	indéterminé	ADJ
indéterminés	indéterminé	ADJ
indûment	indûment	ADV
ineffable	ineffable	ADJ
ineffablement	ineffablement	ADV
ineffables	ineffable	ADJ
ineffaçable	ineffaçable	ADJ
ineffaçablement	ineffaçablement	ADV
ineffaçables	ineffaçable	ADJ
inefficace	inefficace	ADJ
inefficaces	inefficace	ADJ
inefficacité	inefficacité	NAM
inemploi	inemploi	NAM
inemployable	inemployable	ADJ
inemployables	inemployable	ADJ
inemployé	inemployé	ADJ
inemployée	inemployé	ADJ
inemployées	inemployé	ADJ
inemployés	inemployé	ADJ
inentamable	inentamable	ADJ
inentamé	inentamé	ADJ
inentamée	inentamé	ADJ
inentamées	inentamé	ADJ
inenvisageable	inenvisageable	ADJ
inepte	inepte	ADJ
ineptement	ineptement	ADV
ineptes	inepte	ADJ
ineptie	ineptie	NAM
inepties	ineptie	NAM
inerte	inerte	ADJ
inertes	inerte	ADJ
inertie	inertie	NAM
inertiel	inertiel	ADJ
inertielle	inertiel	ADJ
inerties	inertie	NAM
inespoir	inespoir	NAM
inespérable	inespérable	ADJ
inespéré	inespéré	ADJ
inespérée	inespéré	ADJ
inespérées	inespéré	ADJ
inespérément	inespérément	ADV
inessentiel	inessentiel	ADJ
inesthétique	inesthétique	ADJ
inesthétiques	inesthétique	ADJ
inestimable	inestimable	ADJ
inestimables	inestimable	ADJ
inexact	inexact	ADJ
inexacte	inexact	ADJ
inexactement	inexactement	ADV
inexactes	inexact	ADJ
inexactitude	inexactitude	NAM
inexactitudes	inexactitude	NAM
inexacts	inexact	ADJ
inexcusable	inexcusable	ADJ
inexcusables	inexcusable	ADJ
inexistant	inexistant	ADJ
inexistante	inexistant	ADJ
inexistantes	inexistant	ADJ
inexistants	inexistant	ADJ
inexistence	inexistence	NAM
inexorabilité	inexorabilité	NAM
inexorable	inexorable	ADJ
inexorablement	inexorablement	ADV
inexorables	inexorable	ADJ
inexperte	inexpert	ADJ
inexpiable	inexpiable	ADJ
inexplicable	inexplicable	ADJ
inexplicablement	inexplicablement	ADV
inexplicables	inexplicable	ADJ
inexpliqué	inexpliqué	ADJ
inexpliquée	inexpliqué	ADJ
inexpliquées	inexpliqué	ADJ
inexpliqués	inexpliqué	ADJ
inexploitable	inexploitable	ADJ
inexploité	inexploité	ADJ
inexploitée	inexploité	ADJ
inexploitées	inexploité	ADJ
inexploités	inexploité	ADJ
inexploré	inexploré	ADJ
inexplorée	inexploré	ADJ
inexplorées	inexploré	ADJ
inexplorés	inexploré	ADJ
inexplosible	inexplosible	ADJ
inexplosibles	inexplosible	ADJ
inexpressif	inexpressif	ADJ
inexpressifs	inexpressif	ADJ
inexpression	inexpression	NAM
inexpressive	inexpressif	ADJ
inexpressives	inexpressif	ADJ
inexprimable	inexprimable	ADJ
inexprimablement	inexprimablement	ADV
inexprimables	inexprimable	ADJ
inexprimé	inexprimé	ADJ
inexprimée	inexprimé	ADJ
inexpugnable	inexpugnable	ADJ
inexpugnablement	inexpugnablement	ADV
inexpugnables	inexpugnable	ADJ
inexpérience	inexpérience	NAM
inexpériences	inexpérience	NAM
inexpérimenté	inexpérimenté	ADJ
inexpérimentée	inexpérimenté	ADJ
inexpérimentées	inexpérimenté	ADJ
inexpérimentés	inexpérimenté	ADJ
inextinguible	inextinguible	ADJ
inextinguibles	inextinguible	ADJ
inextirpable	inextirpable	ADJ
inextricable	inextricable	ADJ
inextricablement	inextricablement	ADV
inextricables	inextricable	ADJ
infaillibilité	infaillibilité	NAM
infaillible	infaillible	ADJ
infailliblement	infailliblement	ADV
infaillibles	infaillible	ADJ
infaisable	infaisable	ADJ
infalsifiable	infalsifiable	ADJ
infamant	infamant	ADJ
infamante	infamant	ADJ
infamantes	infamant	ADJ
infamants	infamant	ADJ
infamie	infamie	NAM
infamies	infamie	NAM
infant	infant	NAM
infante	infant	NAM
infanterie	infanterie	NAM
infanteries	infanterie	NAM
infantes	infant	NAM
infanticide	infanticide	ADJ
infanticide	infanticide	NAM
infanticides	infanticide	NAM
infantile	infantile	ADJ
infantilement	infantilement	ADV
infantiles	infantile	ADJ
infantiliser	infantiliser	VER
infantilisme	infantilisme	NAM
infantilismes	infantilisme	NAM
infantilisé	infantiliser	VER
infants	infant	NAM
infarctus	infarctus	NAM
infatigable	infatigable	ADJ
infatigablement	infatigablement	ADV
infatigables	infatigable	ADJ
infatuation	infatuation	NAM
infatuer	infatuer	VER
infatué	infatuer	VER
infatué	infatué	ADJ
infatués	infatuer	VER
infatués	infatué	ADJ
infect	infect	ADJ
infectaient	infecter	VER
infectait	infecter	VER
infectant	infecter	VER
infectassent	infecter	VER
infecte	infect	ADJ
infecte	infecter	VER
infectement	infectement	ADV
infectent	infecter	VER
infecter	infecter	VER
infectera	infecter	VER
infectes	infect	ADJ
infectes	infecter	VER
infectez	infecter	VER
infectieuse	infectieux	ADJ
infectieuses	infectieux	ADJ
infectieux	infectieux	ADJ
infectiologie	infectiologie	NAM
infection	infection	NAM
infections	infection	NAM
infects	infect	ADJ
infecté	infecter	VER
infecté	infecté	ADJ
infectée	infecter	VER
infectée	infecté	ADJ
infectées	infecter	VER
infectées	infecté	ADJ
infectés	infecter	VER
infectés	infecté	ADJ
infernal	infernal	ADJ
infernale	infernal	ADJ
infernalement	infernalement	ADV
infernales	infernal	ADJ
infernaux	infernal	ADJ
infertile	infertile	ADJ
infertiles	infertile	ADJ
infertilité	infertilité	NAM
infestaient	infester	VER
infestait	infester	VER
infestant	infester	VER
infestation	infestation	NAM
infeste	infester	VER
infestent	infester	VER
infester	infester	VER
infesteront	infester	VER
infestât	infester	VER
infestèrent	infester	VER
infesté	infester	VER
infestée	infester	VER
infestées	infester	VER
infestés	infester	VER
infibulation	infibulation	NAM
infidèle	infidèle	ADJ
infidèle	infidèle	NAM
infidèles	infidèle	ADJ
infidèles	infidèle	NAM
infidélité	infidélité	NAM
infidélités	infidélité	NAM
infigurable	infigurable	ADJ
infiltra	infiltrer	VER
infiltraient	infiltrer	VER
infiltrait	infiltrer	VER
infiltrant	infiltrer	VER
infiltrat	infiltrat	NAM
infiltration	infiltration	NAM
infiltrations	infiltration	NAM
infiltre	infiltrer	VER
infiltrent	infiltrer	VER
infiltrer	infiltrer	VER
infiltrera	infiltrer	VER
infiltreront	infiltrer	VER
infiltrez	infiltrer	VER
infiltriez	infiltrer	VER
infiltrions	infiltrer	VER
infiltrons	infiltrer	VER
infiltrèrent	infiltrer	VER
infiltré	infiltrer	VER
infiltrée	infiltrer	VER
infiltrées	infiltrer	VER
infiltrés	infiltrer	VER
infime	infime	ADJ
infimes	infime	ADJ
infini	infini	ADJ
infini	infini	NAM
infinie	infini	ADJ
infinies	infini	ADJ
infiniment	infiniment	ADV
infinis	infini	ADJ
infinis	infini	NAM
infinitif	infinitif	NAM
infinitifs	infinitif	NAM
infinitive	infinitif	ADJ
infinitude	infinitude	NAM
infinité	infinité	NAM
infinités	infinité	NAM
infinitésimal	infinitésimal	ADJ
infinitésimale	infinitésimal	ADJ
infinitésimalement	infinitésimalement	ADV
infinitésimales	infinitésimal	ADJ
infinitésimaux	infinitésimal	ADJ
infirma	infirmer	VER
infirmait	infirmer	VER
infirmant	infirmer	VER
infirme	infirme	ADJ
infirme	infirme	NAM
infirme	infirmer	VER
infirment	infirmer	VER
infirmer	infirmer	VER
infirmerie	infirmerie	NAM
infirmeries	infirmerie	NAM
infirmeront	infirmer	VER
infirmes	infirme	ADJ
infirmes	infirme	NAM
infirmier	infirmier	ADJ
infirmier	infirmier	NAM
infirmiers	infirmier	ADJ
infirmiers	infirmier	NAM
infirmité	infirmité	NAM
infirmités	infirmité	NAM
infirmière	infirmier	NAM
infirmière-major	infirmière-major	NAM
infirmières	infirmier	NAM
infirmé	infirmer	VER
inflammabilité	inflammabilité	NAM
inflammable	inflammable	ADJ
inflammables	inflammable	ADJ
inflammation	inflammation	NAM
inflammatoire	inflammatoire	ADJ
inflammatoires	inflammatoire	ADJ
inflation	inflation	NAM
inflationniste	inflationniste	ADJ
inflexibilité	inflexibilité	NAM
inflexible	inflexible	ADJ
inflexiblement	inflexiblement	ADV
inflexibles	inflexible	ADJ
inflexion	inflexion	NAM
inflexions	inflexion	NAM
infliction	infliction	NAM
inflige	infliger	VER
infligea	infliger	VER
infligeaient	infliger	VER
infligeais	infliger	VER
infligeait	infliger	VER
infligeant	infliger	VER
infligent	infliger	VER
infligeons	infliger	VER
infliger	infliger	VER
infligera	infliger	VER
infligerai	infliger	VER
infligeraient	infliger	VER
infligerais	infliger	VER
infligerait	infliger	VER
infligerez	infliger	VER
infligerions	infliger	VER
infliges	infliger	VER
infligez	infliger	VER
infligeâmes	infliger	VER
infligèrent	infliger	VER
infligé	infliger	VER
infligée	infliger	VER
infligées	infliger	VER
infligés	infliger	VER
inflorescence	inflorescence	NAM
inflorescences	inflorescence	NAM
influaient	influer	VER
influait	influer	VER
influant	influer	VER
influe	influer	VER
influence	influence	NAM
influence	influencer	VER
influencent	influencer	VER
influencer	influencer	VER
influencera	influencer	VER
influencerait	influencer	VER
influencerez	influencer	VER
influenceriez	influencer	VER
influenceront	influencer	VER
influences	influence	NAM
influences	influencer	VER
influencé	influencer	VER
influencée	influencer	VER
influencés	influencer	VER
influent	influer	VER
influent	influent	ADJ
influente	influent	ADJ
influentes	influent	ADJ
influents	influent	ADJ
influenza	influenza	NAM
influença	influencer	VER
influençable	influençable	ADJ
influençables	influençable	ADJ
influençaient	influencer	VER
influençait	influencer	VER
influençant	influencer	VER
influer	influer	VER
influera	influer	VER
influeraient	influer	VER
influeront	influer	VER
influx	influx	NAM
influé	influer	VER
infléchi	infléchi	ADJ
infléchi	infléchir	VER
infléchie	infléchi	ADJ
infléchie	infléchir	VER
infléchies	infléchi	ADJ
infléchir	infléchir	VER
infléchirai	infléchir	VER
infléchissaient	infléchir	VER
infléchissant	infléchir	VER
infléchissement	infléchissement	NAM
infléchissent	infléchir	VER
infléchissez	infléchir	VER
infléchit	infléchir	VER
info	info	NAM
infographie	infographie	NAM
infondé	infondé	ADJ
infondée	infondé	ADJ
infondées	infondé	ADJ
infondés	infondé	ADJ
informa	informer	VER
informai	informer	VER
informaient	informer	VER
informais	informer	VER
informait	informer	VER
informant	informant	ADJ
informant	informer	VER
informateur	informateur	NAM
informateurs	informateur	NAM
informaticien	informaticien	NAM
informaticienne	informaticien	NAM
informaticiens	informaticien	NAM
informatif	informatif	ADJ
information	information	NAM
informations	information	NAM
informatique	informatique	ADJ
informatique	informatique	NAM
informatiquement	informatiquement	ADV
informatiques	informatique	ADJ
informatiser	informatiser	VER
informatisé	informatiser	VER
informatisé	informatisé	ADJ
informatisée	informatiser	VER
informatisée	informatisé	ADJ
informatisées	informatiser	VER
informatisées	informatisé	ADJ
informatisés	informatiser	VER
informatisés	informatisé	ADJ
informative	informatif	ADJ
informatives	informatif	ADJ
informatrice	informateur	NAM
informe	informe	ADJ
informe	informer	VER
informel	informel	ADJ
informelle	informel	ADJ
informelles	informel	ADJ
informels	informel	ADJ
informent	informer	VER
informer	informer	VER
informera	informer	VER
informerai	informer	VER
informerais	informer	VER
informeras	informer	VER
informerez	informer	VER
informerons	informer	VER
informeront	informer	VER
informes	informe	ADJ
informes	informer	VER
informez	informer	VER
informiez	informer	VER
informions	informer	VER
informons	informer	VER
informulable	informulable	ADJ
informulables	informulable	ADJ
informulé	informulé	ADJ
informulée	informulé	ADJ
informulées	informulé	ADJ
informèrent	informer	VER
informé	informer	VER
informé	informé	ADJ
informé	informé	NAM
informée	informer	VER
informée	informé	ADJ
informées	informer	VER
informées	informé	ADJ
informés	informer	VER
informés	informé	ADJ
informés	informé	NAM
infortune	infortune	NAM
infortunes	infortune	NAM
infortuné	infortuné	ADJ
infortunée	infortuné	ADJ
infortunées	infortuné	ADJ
infortunés	infortuné	ADJ
infos	info	NAM
infoutu	infoutu	ADJ
infoutue	infoutu	ADJ
infoutus	infoutu	ADJ
infra	infra	ADV
infraction	infraction	NAM
infractions	infraction	NAM
infranchi	infranchi	ADJ
infranchissable	infranchissable	ADJ
infranchissables	infranchissable	ADJ
infrangible	infrangible	ADJ
infrarouge	infrarouge	ADJ
infrarouge	infrarouge	NAM
infrarouges	infrarouge	ADJ
infrarouges	infrarouge	NAM
infrason	infrason	NAM
infrastructure	infrastructure	NAM
infrastructures	infrastructure	NAM
infroissable	infroissable	ADJ
infructueuse	infructueux	ADJ
infructueuses	infructueux	ADJ
infructueux	infructueux	ADJ
infréquentable	infréquentable	ADJ
infréquentables	infréquentable	ADJ
infréquentée	infréquenté	ADJ
infréquentés	infréquenté	ADJ
infus	infus	ADJ
infusaient	infuser	VER
infusait	infuser	VER
infusant	infuser	VER
infuse	infus	ADJ
infuse	infuser	VER
infusent	infuser	VER
infuser	infuser	VER
infuses	infus	ADJ
infusion	infusion	NAM
infusions	infusion	NAM
infusoires	infusoire	NAM
infusé	infuser	VER
infusée	infuser	VER
infusées	infuser	VER
infâme	infâme	ADJ
infâmes	infâme	ADJ
inféconde	infécond	ADJ
infécondes	infécond	ADJ
infécondité	infécondité	NAM
inféode	inféoder	VER
inféoder	inféoder	VER
inféodée	inféoder	VER
inférai	inférer	VER
inférer	inférer	VER
inférieur	inférieur	ADJ
inférieur	inférieur	NAM
inférieure	inférieur	ADJ
inférieure	inférieur	NAM
inférieures	inférieur	ADJ
inférieures	inférieur	NAM
inférieurs	inférieur	ADJ
inférieurs	inférieur	NAM
inférioriser	inférioriser	VER
infériorité	infériorité	NAM
infériorités	infériorité	NAM
inféré	inférer	VER
ingagnable	ingagnable	ADJ
ingambe	ingambe	ADJ
ingambes	ingambe	ADJ
ingestion	ingestion	NAM
inglorieusement	inglorieusement	ADV
inglorieux	inglorieux	ADJ
ingouvernable	ingouvernable	ADJ
